symbol,name,exchange_name,quote_type,output_amount_formatted,price_per_token,slippage_limit_percent,quoted_at
uSHIB,uSHIB Token,Universal Assets,BUY,80255931.57403299,0.00001246,0.20,2025-06-09 05:08:21.30644+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.66361300,0.18079924,0.50,2025-06-09 05:08:20.926498+00
uDOGE,uDOGE Token,Universal Assets,BUY,5495.95028603,0.18195216,0.20,2025-06-09 05:08:20.731931+00
uSEI,uSEI Token,KyberSwap,SELL,839.43126200,0.15794497,0.50,2025-06-09 05:08:20.228701+00
uSEI,uSEI Token,Universal Assets,BUY,5314.70710157,0.18815712,0.20,2025-06-09 05:08:20.060414+00
uBTC,Bitcoin,KyberSwap,SELL,993.36544100,105225.33664467,0.50,2025-06-09 05:08:19.607336+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944036,105928.12302665,0.20,2025-06-09 05:08:19.433375+00
uAPT,uAPT Token,KyberSwap,SELL,955.05774900,4.48772839,0.50,2025-06-09 05:08:01.116409+00
uAPT,uAPT Token,Universal Assets,BUY,212.81540830,4.69890788,0.20,2025-06-09 05:08:00.942191+00
uLINK,uLINK Token,KyberSwap,SELL,989.81139700,13.51880260,0.50,2025-06-09 05:08:00.50455+00
uLINK,uLINK Token,Universal Assets,BUY,73.21738667,13.65795811,0.20,2025-06-09 05:08:00.08841+00
uSHIB,uSHIB Token,KyberSwap,SELL,992.11926600,0.00001236,0.50,2025-06-09 05:07:59.694027+00
uSHIB,uSHIB Token,Universal Assets,BUY,80256244.14680696,0.00001246,0.20,2025-06-09 05:07:59.514958+00
uDOGE,uDOGE Token,KyberSwap,SELL,993.58488600,0.18077494,0.50,2025-06-09 05:07:59.108681+00
uDOGE,uDOGE Token,Universal Assets,BUY,5496.25357780,0.18194211,0.20,2025-06-09 05:07:58.943246+00
uSEI,uSEI Token,KyberSwap,SELL,839.43549500,0.15791374,0.50,2025-06-09 05:07:58.555961+00
uSEI,uSEI Token,Universal Assets,BUY,5315.78497643,0.18811897,0.20,2025-06-09 05:07:58.394316+00
uBTC,Bitcoin,KyberSwap,SELL,993.56514500,105225.68701241,0.50,2025-06-09 05:07:57.994073+00
uBTC,Bitcoin,Universal Assets,BUY,0.00944223,105907.18438740,0.20,2025-06-09 05:07:57.817483+00
uAPT,uAPT Token,KyberSwap,SELL,956.43888500,4.48739256,0.50,2025-06-09 05:07:41.07482+00
uAPT,uAPT Token,Universal Assets,BUY,213.13911623,4.69177135,0.20,2025-06-09 05:07:40.902036+00
uLINK,uLINK Token,KyberSwap,SELL,989.84898700,13.51911954,0.50,2025-06-09 05:07:40.527725+00
uLINK,uLINK Token,Universal Assets,BUY,73.21845068,13.65775963,0.20,2025-06-09 05:07:40.29078+00
